Left Cell Higher; logFC,Same Level; logFC,Right Cell Higher; logFC, ,Criteria:, p = N/A, medRPKM = 25.0, logFC Threshold = 0.2
cep-1; -1.09096192482, ,W02D7.6; 6.07109022544
cey-3; -0.40483194076, ,W03C9.5; 0.412872223497
cgp-1; -1.7319374285, ,W03F8.4; 0.953509717204
cgt-3; -0.771074912341, ,W03F9.10; 0.862253431871
chch-3; -1.53590307026, ,W03G9.8; 1.32696505565
chin-1; -1.33146433462, ,W04B5.4; 1.67021141878
chn-1; -0.732633354891, ,W04D2.4; 1.72621681869
chp-1; -0.467548141936, ,W04D2.6; 0.813484853366
cic-1; -1.43717091531, ,W07A8.2; 2.01471249505
cit-1.1; -1.04767527233, ,W08A12.1; 0.573187772325
ckb-2; -2.95473242047, ,W09C3.4; 9.70867438134
clec-87; -1.34941384001, ,W09C5.7; 4.77217227873
clec-88; -0.988065365415, ,WBGene00206389; 6.29317805697
cpg-8; -0.793407453269, ,Y104H12D.2; 2.47868432013
cpi-2; -1.26382213209, ,Y105C5B.19; 6.71691839787
cpsf-2; -4.08263593309, ,Y105E8A.21; 1.22885676426
cpsf-4; -0.340090811236, ,Y105E8A.2; 2.64263014551
cra-1; -0.811486109329, ,Y105E8A.3; 2.35285112158
crls-1; -0.787427698313, ,Y106G6A.2; 0.426820261703
crn-4; -3.0414667058, ,Y106G6E.4; 9.1026522803
crt-1; -1.40585266011, ,Y106G6H.14; 1.11159116344
csn-4; -0.794099023093, ,Y106G6H.15; 2.8288227958
csn-5; -0.706155240281, ,Y106G6H.16; 1.46706029809
csn-6; -1.32024566883, ,Y106G6H.6; 0.991395737722
ctb-1; -2.07146121738, ,Y106G6H.8; 1.98964185566
cul-1; -2.72056424273, ,Y108G3AL.2; 4.08402557953
cul-2; -1.30577360184, ,Y110A2AR.1; 1.28222777163
cutc-1; -1.04712494719, ,Y110A7A.4; 0.676116468302
cyb-3; -0.843971728092, ,Y110A7A.6; 0.566622057711
cyc-2.1; -1.49463259091, ,Y110A7A.9; 0.943538890643
cyld-1; -0.545288750459, ,Y113G7B.24; 1.74970310544
cyn-10; -2.83587657039, ,Y116A8C.26; 5.28575951404
cyn-11; -1.75062937252, ,Y11D7A.10; 1.03464168992
cyn-12; -1.01739829814, ,Y14H12B.1; 5.32767477214
cyn-1; -0.249043332875, ,Y14H12B.2; 2.04687679536
cyn-3; -0.640544444069, ,Y17G7B.10; 6.39328678954
cyn-4; -0.544984004648, ,Y18D10A.11; 1.13983648714
cyn-5; -0.678309198179, ,Y18D10A.16; 1.03351616669
cyn-7; -2.35555460115, ,Y18D10A.1; 4.83471037253
cyn-9; -4.51028690617, ,Y18H1A.2; 4.76345076365
cyy-1; -1.0766761771, ,Y18H1A.3; 2.75729864692
daf-21; -0.213936292754, ,Y18H1A.7; 1.65110638246
dcn-1; -2.49103509381, ,Y23H5A.2; 0.487124087058
ddl-3; -1.92201042576, ,Y24D9A.8; 1.41524573246
deps-1; -0.450244889902, ,Y24F12A.1; 8.47882725788
dhs-13; -2.52887606794, ,Y25C1A.5; 1.3172297175
djr-1.1; -3.37613908808, ,Y32H12A.7; 2.98990320027
dlc-1; -0.248745835281, ,Y34D9A.1; 2.85354169397
dnc-2; -0.512053779182, ,Y37D8A.11; 0.68543846082
dnc-3; -2.05632633798, ,Y37E3.11; 6.74251267839
dnc-6; -0.650044959728, ,Y37H2A.1; 1.30246596189
dnj-12; -1.23428127138, ,Y38C1AA.1; 5.55584422458
dnj-15; -0.796075291839, ,Y39A1A.13; 0.896686441502
dnj-19; -1.88988079635, ,Y39A1A.21; 3.6951402047
dnj-23; -1.54144786474, ,Y39A1A.6; 3.39119920478
dnj-29; -0.440741255764, ,Y39A1A.7; 6.88459604246
dnj-8; -0.612991637309, ,Y39A1A.8; 1.09763711918
dpl-1; -2.42544064759, ,Y39A3CL.1; 0.648845725865
dpm-3; -3.74578173611, ,Y39A3CL.4; 1.32453499625
dpy-28; -0.642552625262, ,Y39B6A.36; 0.897701507915
dpy-30; -0.946226806088, ,Y39B6A.39; 2.80277594963
dyci-1; -0.208694554865, ,Y39B6A.40; 1.269386707
dylt-1; -1.17201262902, ,Y39E4B.2; 0.60588342066
eat-6; -0.553522495055, ,Y39G10AR.8; 1.26268525913
ech-2; -2.27380689636, ,Y40B1A.1; 3.99318158695
ech-4; -1.96262273466, ,Y40B1B.7; 0.448553482265
edc-3; -0.329891633357, ,Y40D12A.1; 1.05004977818
eef-1A.1; -0.959940710305, ,Y41C4A.9; 0.384657275707
eef-1B.1; -1.36515846513, ,Y41D4A.4; 0.329342315326
eef-1G; -1.41529497174, ,Y41D4A.5; 0.519206090103
eef-2; -0.310104623723, ,Y41D4B.11; 1.47601293551
egg-4; -0.564233779828, ,Y41E3.1; 1.41144534962
egg-5; -1.51475620061, ,Y41E3.8; 0.798229167041
egl-27; -1.34401106232, ,Y42H9AR.1; 0.209058247513
eif-1; -2.62676538056, ,Y43F4B.10; 0.807493774528
eif-3.B; -2.50885963197, ,Y43F4B.5; 5.88502349142
eif-3.F; -0.376756704448, ,Y43F4B.9; 0.284911004253
eif-3.J; -0.663735865271, ,Y43H11AL.1; 0.267381840649
eif-3.K; -1.06651241553, ,Y44E3A.3; 1.18561139785
eif-6; -0.837634950526, ,Y45F10D.4; 0.957107222941
ekl-1; -1.23828297145, ,Y45G5AL.1; 0.694692571517
ell-1; -1.03480737111, ,Y45G5AM.7; 1.44876959052
elo-1; -0.900325881302, ,Y45G5AM.9; 1.33111222949
elpc-4; -0.969802132411, ,Y46G5A.28; 6.14005546882
emb-27; -0.805745242138, ,Y46G5A.4; 3.97970187854
emb-8; -1.54693857164, ,Y47D7A.14; 5.6472475565
emo-1; -1.88378723031, ,Y47D9A.1; 3.36846548198
emr-1; -0.484786742593, ,Y47G6A.4; 1.41942552868
epc-1; -0.248796355609, ,Y48C3A.10; 2.71053609072
epg-4; -0.259583128687, ,Y48G10A.2; 5.98474700444
epn-1; -1.88601186806, ,Y48G1C.1; 5.96329429656
eri-7; -2.89018800811, ,Y48G8AL.13; 2.15632551276
eri-9; -0.930913512026, ,Y49F6B.9; 4.228136279
erp-1; -1.17031221704, ,Y4C6B.1; 2.92032021688
exl-1; -2.5237497911, ,Y50D4A.1; 1.37991854937
exos-1; -2.5910099699, ,Y50D4A.2; 0.790329026901
exos-2; -0.357435654354, ,Y50D4C.6; 3.48258615245
exos-3; -2.07341627605, ,Y51F10.10; 2.07362572189
exos-4.1; -0.806064619381, ,Y51H1A.3; 1.13126188133
exos-8; -2.40720612781, ,Y52E8A.2; 1.11196551981
farl-11; -2.55955133122, ,Y53C12A.10; 0.314961920219
fbxb-103; -6.35459918788, ,Y53F4B.3; 3.33982113772
fbxb-7; -1.33793681737, ,Y53F4B.4; 1.72881196517
fbxc-44; -2.35101301851, ,Y54E10A.10; 0.758794770743
fib-1; -1.25034885358, ,Y54E10A.12; 0.308944910457
fkb-1; -2.73860050605, ,Y54E10A.3; 5.32041869093
fkh-4; -2.40035192635, ,Y54E2A.8; 1.97828883205
flh-2; -1.61039359668, ,Y54E5A.7; 2.63487163405
fnta-1; -0.918677976611, ,Y54F10AM.5; 0.329152932392
frg-1; -2.70890640093, ,Y54G9A.5; 1.52022441339
fsn-1; -0.721428076509, ,Y54H5A.1; 1.64212368582
fzr-1; -1.99279377243, ,Y55B1AL.2; 2.91665475706
fzy-1; -1.67766626641, ,Y55F3AM.3; 2.72728508822
gad-1; -0.338335089954, ,Y55F3AM.9; 2.3940393901
gei-12; -1.09276894977, ,Y55F3BR.1; 0.364603623442
glb-1; -1.60661747952, ,Y55F3BR.8; 0.745139534648
gld-2; -1.19200787075, ,Y56A3A.22; 1.13048360798
gld-3; -0.406756497165, ,Y57A10A.25; 4.59488486263
gln-6; -0.726761451856, ,Y57A10A.5; 6.60782260037
glrx-10; -1.04962999365, ,Y57A10A.8; 0.766140702145
gly-10; -0.207915489353, ,Y57E12AL.1; 1.56083877864
gly-20; -0.754394681687, ,Y57E12AM.1; 0.359174615463
gly-5; -1.56527491275, ,Y57G11C.33; 9.41852006402
gna-2; -1.40574898229, ,Y57G11C.3; 1.39271381942
gon-14; -1.32963800234, ,Y57G11C.9; 1.20800592728
gpc-2; -3.71492235473, ,Y57G7A.10; 3.46070425767
gpd-1; -1.06854143433, ,Y59A8A.2; 2.52900575391
gsp-1; -0.226660249215, ,Y59E9AL.36; 0.735975422344
gspd-1; -0.776283076932, ,Y5H2B.3; 7.87359580967
gst-20; -6.81980477768, ,Y60A3A.19; 10.5576818222
gut-2; -1.66534278106, ,Y60A3A.9; 0.21583472846
gyg-2; -1.07975400831, ,Y62E10A.10; 1.47517968588
haf-2; -2.96316493041, ,Y62E10A.13; 4.3582949276
haf-3; -1.64636273112, ,Y62E10A.17; 2.78799960634
hap-1; -2.33628665929, ,Y62E10A.2; 5.89750672236
har-1; -2.04977899646, ,Y62F5A.12; 1.92926686677
hars-1; -1.97385790451, ,Y63D3A.4; 0.964533686889
hil-2; -1.56455398045, ,Y65B4BL.3; 0.994402374911
hil-4; -0.398359870999, ,Y65B4BL.4; 1.80171759285
him-3; -0.682596781618, ,Y66D12A.10; 4.61463520874
hint-1; -2.43819072894, ,Y66D12A.21; 0.216758955949
his-60; -2.59504478301, ,Y66D12A.7; 6.4003729091
his-61; -3.18137405078, ,Y66D12A.9; 2.85174335247
his-62; -8.2848217557, ,Y66H1A.4; 0.973382020471
his-67; -0.836076152681, ,Y67D2.3; 0.830072090892
his-68; -2.20539834732, ,Y67H2A.10; 0.640174288877
his-72; -0.755932251283, ,Y67H2A.2; 2.20283809252
his-74; -2.00544907624, ,Y69A2AR.16; 2.0848092202
hke-4.1; -1.20191565509, ,Y69A2AR.18; 0.713174127807
hmg-1.1; -1.52829353152, ,Y69A2AR.1; 0.444979095596
hmg-1.2; -0.434476316991, ,Y69A2AR.6; 0.811954559695
hmg-12; -1.28693205229, ,Y6B3B.9; 0.506795806343
hmg-4; -2.057217722, ,Y71G12B.10; 3.25552301577
hmg-5; -2.36511727174, ,Y71G12B.8; 5.10691186397
hmp-1; -0.407894155874, ,Y71H2AM.20; 4.87378926332
hmr-1; -1.1596068235, ,Y71H2AM.7; 1.87589585094
hpk-1; -2.89443550991, ,Y73B6BL.4; 0.468066006444
hrp-1; -2.28896206063, ,Y73E7A.1; 0.966010496827
hrp-2; -2.49351112525, ,Y73F8A.25; 1.97439379667
hrpf-1; -2.3687252865, ,Y74C9A.4; 3.29190537
hsp-1; -2.72376300319, ,Y75B8A.16; 3.72174015386
hsp-6; -3.21196483056, ,Y76B12C.3; 2.01351268334
hsr-9; -1.445350933, ,Y77E11A.1; 0.790035644638
htz-1; -1.03177010897, ,Y87G2A.18; 3.83961077537
icd-1; -0.871110318085, ,Y87G2A.7; 0.845094177386
icl-1; -1.59904932136, ,Y92H12BR.2; 0.324871051766
icp-1; -0.697920519627, ,Y95D11A.1; 5.62299354647
idh-1; -0.297507096358, ,Y97E10AR.7; 6.61310185609
ife-3; -1.54261086476, ,ZC155.4; 1.37702412862
iffb-1; -0.450474680381, ,ZC168.3; 1.03842884814
ifg-1; -1.03848226804, ,ZC204.2; 0.640989087893
iftb-1; -0.783289238207, ,ZC262.3; 1.44874899812
ify-1; -1.48033059792, ,ZC376.7; 0.330627638083
ile-1; -3.47576990811, ,ZC410.3; 5.07483679886
ima-3; -0.325804577371, ,ZC434.4; 3.54039315112
imb-1; -1.13079187863, ,ZC477.3; 3.25048077744
imb-2; -0.302438226249, ,ZC8.6; 0.445854589316
immt-2; -0.201566887624, ,ZK1010.2; 3.15065517219
imp-2; -1.42753488113, ,ZK1098.5; 0.299095488201
inx-2; -3.90757668466, ,ZK1127.5; 2.14824961074
ipla-1; -4.98777844195, ,ZK1236.1; 1.20359607589
isp-1; -1.18747746351, ,ZK1236.7; 0.280148696712
jtr-1; -3.18068960296, ,ZK1248.13; 2.81517752415
kars-1; -0.76593502101, ,ZK1248.15; 1.56015148751
kbp-1; -0.949042456909, ,ZK1307.9; 0.519044480597
kbp-3; -2.2733601908, ,ZK131.11; 7.49566468558
kbp-4; -2.34598796787, ,ZK1320.9; 1.64044835201
kbp-5; -3.61905440074, ,ZK177.1; 4.55414877174
kel-3; -3.44231638107, ,ZK265.9; 1.89285899734
kin-10; -0.632557718071, ,ZK353.9; 0.350439477467
kin-18; -1.07217173678, ,ZK370.4; 1.02518016952
kin-4; -0.309626417998, ,ZK370.8; 0.407457318211
klp-7; -1.48377211189, ,ZK418.5; 0.764321411598
knl-2; -1.3433238715, ,ZK430.7; 3.00759516149
kup-1; -0.321319871896, ,ZK512.2; 5.09219788453
laf-1; -1.80257339329, ,ZK524.4; 2.78469249445
lap-2; -0.812302141574, ,ZK546.14; 0.300980658143
lbp-9; -0.843955079027, ,ZK550.4; 0.540457148599
let-418; -1.14974035391, ,ZK616.5; 0.468172525348
let-70; -1.562017278, ,ZK616.6; 1.89916103335
let-711; -0.778814294043, ,ZK632.12; 2.87344433263
let-858; -0.532258528643, ,ZK632.14; 6.09149815779
let-99; -3.22127126075, ,ZK632.2; 0.421418457443
lgg-1; -0.769452314215, ,ZK632.4; 0.274752078953
lgg-2; -0.264165818716, ,ZK632.7; 0.724273127587
lin-23; -3.1511035909, ,ZK637.2; 0.263990793378
lin-36; -1.23885542173, ,ZK652.6; 6.31538990273
lin-40; -0.786707728813, ,ZK669.4; 0.587085574226
lin-54; -0.213324938741, ,ZK673.2; 2.75711320406
lin-5; -0.209666656845, ,ZK673.5; 1.18164473497
lin-65; -1.22360509003, ,ZK686.4; 1.14696748407
lir-1; -0.332737983136, ,ZK742.2; 2.19659509203
lmn-1; -1.08009344316, ,ZK795.3; 2.43156552356
lmp-1; -0.968964530168, ,ZK829.9; 0.430502594223
lpd-5; -1.54977108363, ,ZK836.2; 2.61017951075
lpin-1; -0.39181558924, ,ZK863.4; 2.75491530044
lsm-1; -0.963633987822, ,ZK973.2; 0.712947522287
lsm-3; -2.32759975217, ,aagr-3; 4.48125645555
lsm-4; -3.74881730907, ,aak-1; 6.82403198559
lsm-8; -2.33644006029, ,aak-2; 4.95228724184
lst-1; -1.43929393414, ,abce-1; 3.26375506574
lst-3; -0.403897139442, ,abi-1; 0.300004015204
lst-4; -0.704400820071, ,abl-1; 4.77296438866
mag-1; -1.45490875033, ,abts-1; 3.66658535667
mai-2; -0.92846110959, ,acdh-10; 2.43311039451
map-2; -1.95256859336, ,acdh-3; 1.48117178455
mars-1; -0.856286750209, ,acdh-7; 3.75095845361
mat-1; -0.215898485675, ,acin-1; 1.71944343914
mcd-1; -0.972718774887, ,acl-14; 1.33276844324
mcm-2; -1.11540797753, ,acl-3; 2.6536918808
mcm-3; -1.07705872339, ,acl-5; 7.19402482328
mcm-6; -3.71045632245, ,acl-6; 0.96052034015
mcm-7; -0.464675507746, ,acs-13; 0.524325599757
mdf-2; -1.1785729996, ,acs-19; 0.897333674529
mdt-11; -1.43995885974, ,acs-4; 0.26219314398
mdt-17; -0.864690906719, ,ada-2; 3.36268450092
mdt-19; -1.40142152836, ,add-2; 5.41550181871
mdt-22; -0.943674010753, ,adm-4; 5.74548546527
mdt-26; -0.345061392024, ,agt-2; 0.282551942125
mdt-27; -0.937981648129, ,aho-3; 1.12217357413
mdt-28; -1.32663849701, ,ain-1; 4.61817991507
mdt-6; -1.57569373707, ,aip-1; 6.44155022399
mdt-9; -0.218504023832, ,aipl-1; 0.307810097708
mei-1; -1.83901730581, ,air-2; 1.05503369036
mei-2; -1.73795385382, ,akt-1; 1.9574450526
mel-11; -0.2499044476, ,alh-4; 2.40083699785
mel-32; -1.16480770068, ,alh-7; 1.09817829233
mep-1; -0.379548502343, ,alh-8; 0.418156160428
mes-2; -0.48169731233, ,alp-1; 1.24170911021
mex-5; -0.342622001089, ,ama-1; 2.40149077975
mfap-1; -0.772895607872, ,amph-1; 4.63624985905
mif-1; -1.69215114984, ,ani-3; 2.08746147105
mig-10; -2.465036569, ,aos-1; 2.29308150439
miz-1; -1.56689025132, ,apb-1; 1.15327760462
mlc-4; -0.970120179035, ,apb-3; 3.76406241004
moc-3; -4.12589891384, ,apc-11; 1.58270576666
mog-3; -0.968965618814, ,apc-2; 0.478721201399
mog-4; -1.77384235744, ,apd-3; 1.66953946396
mog-5; -0.72714461959, ,aph-1; 8.96101054937
mom-2; -0.450889283811, ,apn-1; 0.915468723162
mom-4; -4.73552368803, ,app-1; 0.581379954169
mpk-1; -0.698909857181, ,apr-1; 3.46684354866
mrg-1; -0.559513810406, ,aps-1; 4.43319443164
mrt-2; -3.5581654049, ,aps-2; 6.49019146792
msh-6; -0.243756713994, ,aps-3; 6.33715778699
mtx-1; -1.06409403412, ,ard-1; 1.22348283309
mut-15; -2.93698224964, ,arf-1.2; 1.56014013694
mut-16; -0.859197761069, ,ark-1; 4.70036127744
mvk-1; -0.894540984306, ,arl-1; 1.86670135475
mxl-1; -2.82621641032, ,arp-1; 0.603019289994
nasp-1; -0.205799965278, ,arrd-13; 0.990315806138
nasp-2; -0.288214612902, ,art-1; 2.39467021579
nbet-1; -0.754873875862, ,arx-1; 1.04959734451
ncbp-1; -2.71671348621, ,arx-3; 0.932558252924
nck-1; -0.873463108619, ,arx-4; 0.57883814227
ncl-1; -0.874258552159, ,arx-6; 3.69584955644
nduf-2.2; -0.643078724968, ,arx-7; 0.938938175099
nduf-5; -2.12614876782, ,asb-2; 2.719922396
nduf-7; -1.04043324258, ,asd-1; 0.402917782316
ngp-1; -1.61932412443, ,asna-1; 5.77702353409
nhr-23; -0.539194594221, ,atad-3; 4.82506104237
nhr-86; -2.09357371443, ,atf-7; 0.347516102678
nmy-2; -1.71375739956, ,atg-10; 6.59264962239
nol-5; -0.37517971102, ,atg-13; 2.30086125591
nos-3; -1.70838302297, ,atg-18; 0.948964598395
npl-4.1; -0.869423273598, ,atg-4.2; 4.3505115505
npp-10; -1.61699358562, ,ath-1; 1.24675738862
npp-18; -0.26812932718, ,atx-2; 0.806170315272
npp-7; -1.03609170353, ,atx-3; 1.47350358861
nst-1; -0.515317022397, ,ave-1; 0.453487415481
nsy-7; -0.983149108784, ,bath-27; 2.19832443501
ntl-4; -1.06158669631, ,bath-30; 1.59012771558
num-1; -1.14394204565, ,bath-40; 1.9066004362
nuo-3; -0.923236731399, ,bath-41; 1.90037510048
nuo-4; -0.345974824815, ,bath-5; 1.7413833919
nurf-1; -0.23103188025, ,bed-1; 8.82803331022
nxf-2; -0.474643746292, ,bir-2; 0.8065464346
oma-2; -0.591506834546, ,bli-4; 1.6330154036
ostb-1; -1.083576398, ,bmy-1; 0.650440409277
oxi-1; -0.977903536841, ,brd-1; 5.32461590465
pab-1; -0.209362243451, ,bre-3; 8.70796150136
paqr-2; -4.44089074722, ,bre-4; 0.716577670669
par-3; -1.58477109728, ,bre-5; 0.727629973841
par-5; -1.0476439871, ,brf-1; 8.62093324414
pas-1; -0.536870922363, ,btb-19; 3.84393363536
pas-2; -1.44269009362, ,btb-6; 0.348838275985
pas-6; -0.459671233413, ,bub-1; 2.76187591576
pbs-3; -1.68670201954, ,cam-1; 1.59931601139
pcm-1; -1.65554672352, ,cap-2; 1.03112709401
pdhk-2; -1.17744494181, ,cas-1; 4.4194053792
pdi-1; -0.776452090442, ,cas-2; 1.86648084195
pdi-3; -0.933800169673, ,cash-1; 3.40992134321
pdr-1; -0.363594068208, ,catp-6; 1.39700354179
pfd-1; -1.67297815786, ,cav-1; 0.412547200891
pfd-3; -0.957791538435, ,cbd-1; 0.544165882389
pfd-4; -1.61075644626, ,cblc-1; 9.24595869591
pfd-5; -0.59808792958, ,ccf-1; 0.98219046046
pfd-6; -0.44497552213, ,ccpp-1; 4.75312397698
pfn-1; -1.43540329366, ,ccr-4; 2.73467721921
pgam-5; -0.28129535184, ,cct-1; 0.780759605768
pgs-1; -0.569271410961, ,cct-4; 0.35556832452
phb-2; -0.648064236876, ,cct-7; 1.00834456285
pif-1; -0.460243611261, ,ccz-1; 6.4435698737
pir-1; -0.707047571221, ,cdc-25.1; 0.649790615719
pkc-3; -2.33481481425, ,cdc-26; 9.05495876528
plk-1; -0.45613685302, ,cdc-37; 1.47948715954
plp-1; -1.46282627795, ,cdc-42; 1.06680337042
pme-2; -1.49859960503, ,cdc-48.2; 2.03060679461
pmr-1; -0.225944134234, ,cdc-6; 2.51064575613
pos-1; -0.855596625145, ,cdf-1; 5.89369170536
pot-2; -3.25881722944, ,cdk-1; 2.53232188153
ppfr-1; -0.262043589026, ,cdk-4; 6.39852403701
ppfr-2; -0.75451692915, ,cdk-5; 1.12739611482
pph-4.2; -0.774371605779, ,cdk-7; 1.66669941343
pph-5; -4.77346041284, ,cdk-8; 1.82790958712
pps-1; -1.48802331243, ,cdk-9; 3.31117301326
pqn-27; -0.565186806435, ,cdl-1; 1.72430691684
pqn-45; -0.353688027954, ,cdt-1; 1.55594806955
pqn-51; -2.3713575173, ,ced-1; 8.20692749336
pqn-52; -0.745337161243, ,ced-5; 5.27764469485
pqn-55; -0.358132477772, ,ceh-21; 0.951163539937
pqn-59; -1.62907851219, ,ceh-38; 3.12562650838
pqn-70; -1.50920158043, ,ceh-49; 2.22478650814
pqn-96; -3.40615116891, ,ceh-91; 0.93362108706
prdx-2; -1.79447875322, ,cey-1; 0.978771817395
pri-1; -1.663281035, ,cey-2; 0.600424450385
pri-2; -1.01545316097, ,cey-4; 0.473376443376
prmt-1; -0.403723665824, ,cfim-1; 0.21419549896
prp-17; -0.529312236355, ,cfim-2; 1.85190380181
pssy-2; -0.231977429823, ,chk-1; 0.475222141438
ptp-1; -2.09964474389, ,chtl-1; 1.90416685527
pyp-1; -1.60480675378, ,cid-1; 1.67449069323
rab-14; -1.09430125415, ,cids-1; 2.84616015531
rab-6.1; -2.90642863179, ,cids-2; 3.70849279585
rab-8; -1.51417578599, ,cir-1; 0.530344463212
rad-23; -1.86275704994, ,cka-1; 1.9889887638
rad-51; -2.02233989751, ,cks-1; 0.609944254833
rad-54; -1.08109168372, ,cku-70; 0.347718388619
raga-1; -0.510094947024, ,cku-80; 4.27779433246
ran-1; -1.06434319022, ,clic-1; 0.35903428411
ran-4; -1.36018846016, ,clp-1; 0.851842063857
rap-1; -0.554802195268, ,clr-1; 2.45710647135
rars-1; -1.18084867704, ,clu-1; 0.642360072543
rars-2; -2.83494626982, ,cmd-1; 0.385022283219
rba-1; -1.26599306211, ,cnp-3; 3.3594991925
rbx-1; -0.219105565132, ,cogc-2; 2.30843380408
rde-2; -2.18537890496, ,cogc-3; 1.59624023096
rde-4; -1.51178427743, ,cogc-5; 4.39745003958
rec-8; -0.452051220601, ,cogc-6; 8.55328709787
rer-1; -0.896224930094, ,cogc-8; 2.00487807108
rfc-4; -1.23783186115, ,coh-3; 1.5095434103
rfl-1; -0.446453247164, ,com-1; 0.776606466812
rga-3; -1.73210705728, ,coq-4; 5.37638287816
rgs-7; -0.759510773879, ,coq-8; 0.904650436651
rgs-8.2; -0.688543878768, ,cpb-1; 3.43769760712
rha-2; -1.14328031244, ,cpb-3; 1.35511667142
rheb-1; -0.737402962351, ,cpf-1; 1.21958105982
rho-1; -1.34688237242, ,cpg-1; 0.283671355982
ril-1; -1.85483827988, ,cpg-2; 1.35646721663
ril-2; -1.34447402493, ,cpg-4; 1.04372423713
riok-2; -3.08635059187, ,cpn-1; 5.69450893792
riok-3; -4.51800503495, ,cpna-3; 2.23116093561
rla-1; -2.37994690725, ,cpt-1; 0.515549960731
rla-2; -2.0670483257, ,cri-3; 1.16444918824
rnf-113; -3.10415201894, ,crml-1; 1.20539024515
rnf-121; -2.18873420841, ,crn-3; 1.58564853502
rnf-1; -1.34706824632, ,csb-1; 5.30507227751
rnp-2; -0.732048269355, ,csc-1; 0.61701423872
rnp-4; -0.339108284648, ,csn-1; 1.151908234
rnp-7; -2.05253618968, ,csn-3; 1.14254376633
rnr-2; -1.26985186442, ,csnk-1; 2.70103751741
rpa-1; -0.516751233771, ,ctns-1; 0.69502914182
rpa-2; -1.53965546252, ,cts-1; 0.688907179366
rpb-10; -2.4470292507, ,cul-3; 0.712982472026
rpb-11; -1.71125830644, ,cul-4; 3.22854467024
rpb-12; -2.39860138601, ,cul-5; 1.03655192078
rpb-3; -0.675599319372, ,cwn-1; 6.34829439617
rpb-4; -1.41328106033, ,cyb-2.1; 3.76119863339
rpb-7; -0.422408976841, ,cyb-2.2; 0.879548533044
rpb-8; -3.32981708184, ,cye-1; 0.578994507685
rpb-9; -0.519231900362, ,cyk-4; 0.385159653283
rpia-1; -0.728618696199, ,cyl-1; 1.52933268741
rpl-10; -0.931970770713, ,cyn-13; 0.304004357302
rpl-11.1; -2.86803458169, ,cyn-8; 3.72175384453
rpl-12; -1.28484027919, ,cyp-31A3; 8.50492578128
rpl-13; -1.76723161436, ,czw-1; 1.19838436403
rpl-14; -1.72775751421, ,dab-1; 0.623631918725
rpl-17; -2.84399281171, ,dad-1; 0.962997189128
rpl-18; -0.953833988066, ,daf-15; 3.40097037838
rpl-1; -1.95693237052, ,daf-16; 2.50536137179
rpl-21; -3.45829796644, ,daf-18; 2.30953544381
rpl-22; -1.05030934252, ,daf-4; 8.69095287134
rpl-23; -1.5489740757, ,daf-5; 1.72222786104
rpl-24.2; -0.876843734488, ,dao-5; 1.40027647057
rpl-25.2; -1.86423561987, ,dars-1; 1.47598369248
rpl-26; -2.67343265874, ,daz-1; 0.457459196947
rpl-27; -1.7275497214, ,dbr-1; 1.58667949475
rpl-28; -2.35874923072, ,dcap-1; 3.71768937493
rpl-30; -4.98007682045, ,dcap-2; 1.48339986427
rpl-31; -0.946301051115, ,dcs-1; 7.74231215069
rpl-32; -2.0854948545, ,dct-1; 1.05011865569
rpl-33; -2.32412866746, ,ddb-1; 5.77993051816
rpl-34; -1.62520906785, ,ddp-1; 0.386871863662
rpl-38; -2.00992905074, ,ddx-19; 0.712966242704
rpl-41; -3.11098510786, ,ddx-23; 1.10548821327
rpl-4; -1.88848501111, ,dhfr-1; 0.654129262672
rpl-6; -2.01864092652, ,dhod-1; 6.60371067331
rpl-7; -2.81595797041, ,dhs-1; 1.62096913349
rpl-7A; -2.08955560957, ,dhs-22; 4.48661215896
rpn-11; -1.43199017845, ,dhs-30; 5.09391152277
rpn-12; -1.06043265639, ,die-1; 4.14189636584
rpn-1; -2.04291406735, ,dli-1; 1.9463497992
rpn-3; -0.55895905526, ,dna-2; 6.66360311464
rpn-7; -1.58745576751, ,dnj-10; 2.7463114374
rps-10; -1.53688032095, ,dnj-11; 1.14088744575
rps-12; -1.24891132421, ,dnj-16; 2.8855453272
rps-14; -0.694584153519, ,dnj-22; 3.78065374521
rps-17; -3.73694545146, ,dnj-26; 0.280126468907
rps-23; -2.7440462202, ,dnj-27; 9.40816844132
rps-24; -1.42153852207, ,dnj-2; 3.32405776004
rps-25; -0.571790318246, ,dnj-30; 1.93362356559
rps-26; -3.08394683859, ,dnj-5; 0.483520858319
rps-28; -1.56311197435, ,dnj-9; 0.762570143204
rps-29; -3.07446571901, ,dog-1; 4.72063562585
rps-30; -4.05879892191, ,dpf-3; 4.36633360719
rps-3; -0.618200338697, ,dpf-5; 4.3268023927
rps-4; -1.59189156978, ,dpf-7; 2.72755288186
rps-5; -1.12224601526, ,dph-1; 1.98230447317
rps-7; -3.71938914241, ,dph-2; 9.08757605776
rpt-2; -1.03217738461, ,dpy-11; 1.5441318597
rpt-3; -0.796232206062, ,dpy-26; 2.8500698384
rpt-5; -2.1678865012, ,drh-3; 0.80879333762
rrn-3.1; -1.38757468799, ,drp-1; 0.543200454895
rrn-3.56; -1.90613989828, ,drr-2; 2.49235106648
rsp-2; -0.629935456117, ,dsh-2; 1.12299815432
rsp-5; -0.339372948359, ,duo-3; 6.52951397851
